UID	TCID	QUID	Reaction	Evalue	Identity
Q9LE25	1.A.16.2.4	P0AC23	[('no_reaction_identified', 'no_reaction_identified')]	4.13e-36	37.6
A1RWM1	1.A.16.2.5	P0AC26	[('no_reaction_identified', 'no_reaction_identified')]	4.8e-20	34.783
A1RWM1	1.A.16.2.5	P0AC23	[('no_reaction_identified', 'no_reaction_identified')]	2.3e-26	30.282
C4LWU5	1.A.16.2.8	P0AC23	[('acetate + H(+) = acetate + H(+)', 'CHEBI:30089 + CHEBI:15378 = CHEBI:30089 + CHEBI:15378'), ('pyruvate + H(+) = pyruvate + H(+)', 'CHEBI:15361 + CHEBI:15378 = CHEBI:15361 + CHEBI:15378'), ('formate + H(+) = formate + H(+)', 'CHEBI:15740 + CHEBI:15378 = CHEBI:15740 + CHEBI:15378'), ('(S)-lactate + H(+) = (S)-lactate + H(+)', 'CHEBI:16651 + CHEBI:15378 = CHEBI:16651 + CHEBI:15378')]	1.94e-25	30.357
P0AC26	1.A.16.3.1	P0AC26	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
P39608	1.A.16.3.2	P0AC26	[('no_reaction_identified', 'no_reaction_identified')]	6.21e-38	35.156
Q186B7	1.A.16.3.3	P0AC26	[('no_reaction_identified', 'no_reaction_identified')]	8.209999999999999e-54	40.84
Q186B7	1.A.16.3.3	P0AC23	[('no_reaction_identified', 'no_reaction_identified')]	8.04e-18	30.841
K6JRX1	1.A.16.3.4	P0AC26	[('no_reaction_identified', 'no_reaction_identified')]	8.449999999999999e-176	88.764
F0PTD8	1.A.16.3.5	P0AC26	[('no_reaction_identified', 'no_reaction_identified')]	2.73e-50	38.519
F0PTD8	1.A.16.3.5	P77733	[('no_reaction_identified', 'no_reaction_identified')]	3.3e-20	30.216
F0PTD8	1.A.16.3.5	P0AC23	[('no_reaction_identified', 'no_reaction_identified')]	1.03e-24	30.798
P37327	1.A.16.4.1	P37327	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
P0A742	1.A.22.1.1	P0A742	[('no_reaction_identified', 'no_reaction_identified')]	6.739999999999999e-95	100.0
Q9KYV5	1.A.22.1.10	P0A742	[('no_reaction_identified', 'no_reaction_identified')]	6.65e-14	34.722
P0A5K8	1.A.22.1.2	P0A742	[('no_reaction_identified', 'no_reaction_identified')]	3.03e-15	35.915
P94585	1.A.22.1.3	P0A742	[('no_reaction_identified', 'no_reaction_identified')]	2.63e-24	57.364
Q2KCQ1	1.A.22.1.4	P0A742	[('no_reaction_identified', 'no_reaction_identified')]	1.71e-26	42.254
P68805	1.A.22.1.5	P0A742	[('no_reaction_identified', 'no_reaction_identified')]	6.07e-32	47.328
D9T6D3	1.A.22.1.6	P0A742	[('no_reaction_identified', 'no_reaction_identified')]	4.2e-17	35.507
Q5N075	1.A.22.1.7	P0A742	[('no_reaction_identified', 'no_reaction_identified')]	9.509999999999999e-23	40.164
B1MZU9	1.A.22.1.8	P0A742	[('no_reaction_identified', 'no_reaction_identified')]	1.19e-25	42.105
A9WMF7	1.A.22.1.9	P0A742	[('no_reaction_identified', 'no_reaction_identified')]	1.17e-22	40.876
P77338	1.A.23.1.1	P77338	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
P77338	1.A.23.1.1	P75783	[('no_reaction_identified', 'no_reaction_identified')]	3.92e-07	33.0
Q9EV03	1.A.23.1.2	P39285	[('no_reaction_identified', 'no_reaction_identified')]	0.0	68.073
Q9EV03	1.A.23.1.2	P0AEB5	[('no_reaction_identified', 'no_reaction_identified')]	7.96e-09	33.01
Q9EV03	1.A.23.1.2	P75783	[('no_reaction_identified', 'no_reaction_identified')]	1.56e-05	33.721
P39285	1.A.23.1.3	P39285	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
P39285	1.A.23.1.3	P75783	[('no_reaction_identified', 'no_reaction_identified')]	2.91e-05	34.247
M4V7W7	1.A.23.1.4	P0AEB5	[('no_reaction_identified', 'no_reaction_identified')]	1.48e-05	31.373
WP_133133036.1	1.A.23.1.5	P39285	[('no_reaction_identified', 'no_reaction_identified')]	1.6499999999999998e-30	30.244
WP_133133036.1	1.A.23.1.5	P0AEB5	[('no_reaction_identified', 'no_reaction_identified')]	1.48e-08	39.286
P0C0S1	1.A.23.2.1	P0C0S1	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
D7FD61	1.A.23.2.2	P0C0S1	[('no_reaction_identified', 'no_reaction_identified')]	3.31e-39	32.677
P75783	1.A.23.3.2	P75783	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
P42531	1.A.23.3.3	P39285	[('no_reaction_identified', 'no_reaction_identified')]	2.95e-09	30.233
P42531	1.A.23.3.3	P77338	[('no_reaction_identified', 'no_reaction_identified')]	7.17e-07	33.945
P42531	1.A.23.3.3	P0AEB5	[('no_reaction_identified', 'no_reaction_identified')]	2.16e-10	33.663
WP_004567541.1	1.A.23.3.4	P77338	[('no_reaction_identified', 'no_reaction_identified')]	1.1e-06	30.508
WP_004567541.1	1.A.23.3.4	P75783	[('no_reaction_identified', 'no_reaction_identified')]	9.49e-27	31.163
GAV97011.1	1.A.23.3.5	P39285	[('no_reaction_identified', 'no_reaction_identified')]	3.21e-09	30.233
GAV97011.1	1.A.23.3.5	P77338	[('no_reaction_identified', 'no_reaction_identified')]	7.39e-07	33.945
GAV97011.1	1.A.23.3.5	P0AEB5	[('no_reaction_identified', 'no_reaction_identified')]	2.05e-10	33.663
Q58543	1.A.23.4.1	P0C0S1	[('no_reaction_identified', 'no_reaction_identified')]	7.44e-20	31.694
Q58543	1.A.23.4.1	P0AEB5	[('no_reaction_identified', 'no_reaction_identified')]	1.3399999999999999e-24	32.967
O25170	1.A.23.4.10	P0AEB5	[('no_reaction_identified', 'no_reaction_identified')]	6.159999999999999e-52	39.683
Q6MLE8	1.A.23.4.12	P0C0S1	[('no_reaction_identified', 'no_reaction_identified')]	1.57e-08	30.952
Q6MLE8	1.A.23.4.12	P0AEB5	[('no_reaction_identified', 'no_reaction_identified')]	3.4e-11	33.043
Q57634	1.A.23.4.2	P0AAT4	[('no_reaction_identified', 'no_reaction_identified')]	5.08e-06	30.597
Q57634	1.A.23.4.2	P0AEB5	[('no_reaction_identified', 'no_reaction_identified')]	2.35e-28	34.659
P0AEB5	1.A.23.4.3	P0AEB5	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
Q56X46	1.A.23.4.4	P0AEB5	[('no_reaction_identified', 'no_reaction_identified')]	2.9800000000000003e-27	30.952
P0AAT4	1.A.23.4.5	P0AAT4	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
P71915	1.A.23.5.1	P39285	[('no_reaction_identified', 'no_reaction_identified')]	4.75e-06	35.714
P71915	1.A.23.5.1	P77338	[('no_reaction_identified', 'no_reaction_identified')]	1.32e-06	30.46
A3KE12	1.A.23.6.1	P0C0S1	[('no_reaction_identified', 'no_reaction_identified')]	9.02e-10	30.579
A3KE12	1.A.23.6.1	P0AEB5	[('no_reaction_identified', 'no_reaction_identified')]	1.64e-11	31.034
Q9S2Y1	1.A.23.7.1	P39285	[('no_reaction_identified', 'no_reaction_identified')]	2.32e-07	30.435
Q9S2Y1	1.A.23.7.1	P0AAT4	[('no_reaction_identified', 'no_reaction_identified')]	2.39e-05	39.062
Q9S2Y1	1.A.23.7.1	P77338	[('no_reaction_identified', 'no_reaction_identified')]	3.19e-05	31.944
Q9S2Y1	1.A.23.7.1	P0AEB5	[('no_reaction_identified', 'no_reaction_identified')]	2.8e-07	30.645
Q1D0J8	1.A.23.7.2	P0C0S1	[('no_reaction_identified', 'no_reaction_identified')]	2.05e-10	32.0
Q1D0J8	1.A.23.7.2	P0AAT4	[('no_reaction_identified', 'no_reaction_identified')]	6.14e-05	31.356
P09348	1.A.30.1.1	P09348	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
P0AF06	1.A.30.1.1	Q47154	[('no_reaction_identified', 'no_reaction_identified')]	1.22e-30	35.912
P0AF06	1.A.30.1.1	P0AF06	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
P74944	1.A.30.1.2	P0A912	[('no_reaction_identified', 'no_reaction_identified')]	1.62e-05	32.099
P74944	1.A.30.1.2	P37665	[('no_reaction_identified', 'no_reaction_identified')]	2.18e-09	43.662
P74944	1.A.30.1.2	P07021	[('no_reaction_identified', 'no_reaction_identified')]	1.86e-05	35.385
P74944	1.A.30.1.2	P0A910	[('no_reaction_identified', 'no_reaction_identified')]	1.31e-07	43.636
Q93R25	1.A.30.1.2	P77234	[('no_reaction_identified', 'no_reaction_identified')]	1.87e-05	32.143
P28612	1.A.30.1.3	P07021	[('no_reaction_identified', 'no_reaction_identified')]	1.14e-06	37.838
P28612	1.A.30.1.3	Q47154	[('no_reaction_identified', 'no_reaction_identified')]	2.42e-10	31.098
Q8E9J1	1.A.30.1.5	P37665	[('no_reaction_identified', 'no_reaction_identified')]	2.54e-14	32.168
Q8E9J1	1.A.30.1.5	Q47154	[('no_reaction_identified', 'no_reaction_identified')]	6.98e-10	32.031
Q8EAG6	1.A.30.1.5	P77234	[('no_reaction_identified', 'no_reaction_identified')]	1.97e-06	31.522
D4ZJA6	1.A.30.1.5	P37665	[('no_reaction_identified', 'no_reaction_identified')]	2.57e-12	43.056
D4ZJA6	1.A.30.1.5	P07021	[('no_reaction_identified', 'no_reaction_identified')]	6.27e-08	33.684
D4ZJA6	1.A.30.1.5	P0A910	[('no_reaction_identified', 'no_reaction_identified')]	1.3e-06	37.5
Q8EGR5	1.A.30.1.6	P37665	[('no_reaction_identified', 'no_reaction_identified')]	1.11e-11	30.882
Q8EGR5	1.A.30.1.6	P0AF06	[('no_reaction_identified', 'no_reaction_identified')]	2.37e-10	33.871
Q8EAG6	1.A.30.1.6	P77234	[('no_reaction_identified', 'no_reaction_identified')]	1.97e-06	31.522
D4ZJA6	1.A.30.1.6	P37665	[('no_reaction_identified', 'no_reaction_identified')]	2.57e-12	43.056
D4ZJA6	1.A.30.1.6	P07021	[('no_reaction_identified', 'no_reaction_identified')]	6.27e-08	33.684
D4ZJA6	1.A.30.1.6	P0A910	[('no_reaction_identified', 'no_reaction_identified')]	1.3e-06	37.5
P55891	1.A.30.1.7	P09348	[('no_reaction_identified', 'no_reaction_identified')]	0.0	93.559
P55892	1.A.30.1.7	Q47154	[('no_reaction_identified', 'no_reaction_identified')]	1.7200000000000002e-31	38.961
P55892	1.A.30.1.7	P0AF06	[('no_reaction_identified', 'no_reaction_identified')]	0.0	90.615
P0ABU7	1.A.30.2.1	P0ABU7	[('no_reaction_identified', 'no_reaction_identified')]	6.8499999999999995e-180	100.0
P0ABU7	1.A.30.2.1	P0ABU9	[('no_reaction_identified', 'no_reaction_identified')]	4.880000000000001e-27	34.146
P0ABV2	1.A.30.2.1	P0ABV2	[('no_reaction_identified', 'no_reaction_identified')]	2.13e-101	100.0
P0ABU9	1.A.30.2.2	P0ABU7	[('no_reaction_identified', 'no_reaction_identified')]	5.19e-26	33.171
P0ABU9	1.A.30.2.2	P0ABU9	[('no_reaction_identified', 'no_reaction_identified')]	1.6399999999999998e-170	100.0
P0ABV8	1.A.30.2.2	P0ABV6	[('no_reaction_identified', 'no_reaction_identified')]	1e-99	100.0
Q1DFL7	1.A.30.2.3	P0ABU7	[('no_reaction_identified', 'no_reaction_identified')]	7.84e-22	35.484
Q1DFL7	1.A.30.2.3	P0ABU9	[('no_reaction_identified', 'no_reaction_identified')]	4.53e-20	31.336
Q1D3D8	1.A.30.2.4	P0ABU7	[('no_reaction_identified', 'no_reaction_identified')]	7.62e-15	47.727
Q1D3D8	1.A.30.2.4	P0ABU9	[('no_reaction_identified', 'no_reaction_identified')]	2.82e-17	33.333
Q1CYB8	1.A.30.2.5	P0ABU7	[('no_reaction_identified', 'no_reaction_identified')]	1.11e-15	36.667
Q1CYB8	1.A.30.2.5	P0ABU9	[('no_reaction_identified', 'no_reaction_identified')]	5.95e-18	46.237
Q1DE42	1.A.30.2.6	P0ABU7	[('no_reaction_identified', 'no_reaction_identified')]	1.47e-15	35.196
Q1DE42	1.A.30.2.6	P0ABU9	[('no_reaction_identified', 'no_reaction_identified')]	1.27e-17	33.158
Q1D0D3	1.A.30.2.7	P0ABU7	[('no_reaction_identified', 'no_reaction_identified')]	1.28e-18	48.387
Q1D0D3	1.A.30.2.7	P0ABU9	[('no_reaction_identified', 'no_reaction_identified')]	1.1199999999999999e-40	37.281
Q1D0D2	1.A.30.2.7	P0ABV2	[('no_reaction_identified', 'no_reaction_identified')]	1.29e-25	41.176
Q1D0D2	1.A.30.2.7	P0ABV6	[('no_reaction_identified', 'no_reaction_identified')]	6.11e-16	34.091
Q8EXJ4	1.A.30.2.8	P0ABU9	[('no_reaction_identified', 'no_reaction_identified')]	8.78e-06	32.184
Q8F192	1.A.30.2.9	P0ABU7	[('no_reaction_identified', 'no_reaction_identified')]	3.71e-15	39.216
Q8F192	1.A.30.2.9	P0ABU9	[('no_reaction_identified', 'no_reaction_identified')]	2.75e-12	43.59
E8WU35	1.A.30.3.1	P0ABU9	[('no_reaction_identified', 'no_reaction_identified')]	8.04e-09	34.343
Q84FB8	1.A.30.3.2	P0ABU9	[('no_reaction_identified', 'no_reaction_identified')]	1.79e-07	34.884
Q6MQP0	1.A.30.3.3	P0ABU9	[('no_reaction_identified', 'no_reaction_identified')]	8.09e-08	31.776
Q6MKL1	1.A.30.3.4	P0ABU7	[('no_reaction_identified', 'no_reaction_identified')]	2.55e-08	32.292
Q6MKL1	1.A.30.3.4	P0ABU9	[('no_reaction_identified', 'no_reaction_identified')]	3.89e-09	38.272
P22953	1.A.33.1.1	P36928	[('no_reaction_identified', 'no_reaction_identified')]	9.51e-06	34.906
P22953	1.A.33.1.1	P0A6Z1	[('no_reaction_identified', 'no_reaction_identified')]	2.6500000000000003e-117	36.842
P22953	1.A.33.1.1	P77319	[('no_reaction_identified', 'no_reaction_identified')]	1.18e-80	33.781
P22953	1.A.33.1.1	P0A6Y8	[('no_reaction_identified', 'no_reaction_identified')]	0.0	50.649
P0A6Y8	1.A.33.1.2	P0A6Z1	[('no_reaction_identified', 'no_reaction_identified')]	4.5e-146	41.99
P0A6Y8	1.A.33.1.2	P77319	[('no_reaction_identified', 'no_reaction_identified')]	2.58e-83	30.626
P0A6Y8	1.A.33.1.2	P0A6Y8	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
P08107	1.A.33.1.3	P0A6Z1	[('no_reaction_identified', 'no_reaction_identified')]	4.0900000000000006e-124	41.455
P08107	1.A.33.1.3	P77319	[('no_reaction_identified', 'no_reaction_identified')]	2.87e-86	33.608
P08107	1.A.33.1.3	P0A6Y8	[('no_reaction_identified', 'no_reaction_identified')]	0.0	50.736
G4NXA5	1.A.33.1.4	P0A6Z1	[('no_reaction_identified', 'no_reaction_identified')]	8.06e-132	41.824
G4NXA5	1.A.33.1.4	P77319	[('no_reaction_identified', 'no_reaction_identified')]	9.819999999999999e-90	36.17
G4NXA5	1.A.33.1.4	P0A6Y8	[('no_reaction_identified', 'no_reaction_identified')]	0.0	55.818
P11021	1.A.33.1.5	P0A6Z1	[('ATP + H2O = ADP + phosphate + H(+)', 'CHEBI:30616 + CHEBI:15377 = CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	1.13e-127	37.479
P11021	1.A.33.1.5	P77319	[('ATP + H2O = ADP + phosphate + H(+)', 'CHEBI:30616 + CHEBI:15377 = CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	2.42e-89	34.436
P11021	1.A.33.1.5	P0A6Y8	[('ATP + H2O = ADP + phosphate + H(+)', 'CHEBI:30616 + CHEBI:15377 = CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	0.0	50.651
P71044	1.A.34.1.1	P0AFS9	[('no_reaction_identified', 'no_reaction_identified')]	1.97e-08	32.653
B7LEG0	1.A.34.1.2	P37690	[('no_reaction_identified', 'no_reaction_identified')]	1.82e-16	39.13
B7LEG0	1.A.34.1.2	Q46798	[('no_reaction_identified', 'no_reaction_identified')]	1.05e-59	43.13
B7LEG0	1.A.34.1.2	P0AFS9	[('no_reaction_identified', 'no_reaction_identified')]	5.48e-10	35.417
B7LEG0	1.A.34.1.2	P0ADA3	[('no_reaction_identified', 'no_reaction_identified')]	0.0	99.736
B7L5V2	1.A.34.1.3	P0AFS9	[('no_reaction_identified', 'no_reaction_identified')]	4.73e-50	40.952
P0ABI4	1.A.35.1.1	P0ABI4	[('Mn(2+) = Mn(2+)', 'CHEBI:29035 = CHEBI:29035'), ('Co(2+) = Co(2+)', 'CHEBI:48828 = CHEBI:48828'), ('Mg(2+) = Mg(2+)', 'CHEBI:18420 = CHEBI:18420')]	0.0	100.0
P0A2R8	1.A.35.1.2	P0ABI4	[('Ni(2+) = Ni(2+)', 'CHEBI:49786 = CHEBI:49786'), ('Co(2+) = Co(2+)', 'CHEBI:48828 = CHEBI:48828'), ('Mg(2+) = Mg(2+)', 'CHEBI:18420 = CHEBI:18420')]	0.0	97.468
O31543	1.A.35.3.3	P0ABI4	[('no_reaction_identified', 'no_reaction_identified')]	3.03e-11	35.135
O50455	1.A.35.3.5	P0ABI4	[('no_reaction_identified', 'no_reaction_identified')]	1.68e-13	41.25
Q4QF51	1.A.35.3.6	P0ABI4	[('no_reaction_identified', 'no_reaction_identified')]	9.28e-06	36.066
Q9EYX5	1.A.35.4.1	P64423	[('Zn(2+) + H(+) = Zn(2+) + H(+)', 'CHEBI:29105 + CHEBI:15378 = CHEBI:29105 + CHEBI:15378')]	0.0	92.661
Q9W0T5	1.A.4.6.4	P77736	[('cation  = cation', 'CHEBI:3473 = CHEBI:3473'), ('C+ + cation  = C+ + cation', 'CHEBI:36916 + CHEBI:3473 = CHEBI:36916 + CHEBI:3473'), ('cation + Ca2+  = cation + Ca2+', 'CHEBI:3473 + CHEBI:29108 = CHEBI:3473 + CHEBI:29108')]	3.64e-06	35.135
P37002	1.A.43.1.1	P37002	[('fluoride = fluoride', 'CHEBI:17051 = CHEBI:17051')]	1.31e-86	100.0
Q9PHZ4	1.A.43.1.11	P37002	[('fluoride = fluoride', 'CHEBI:17051 = CHEBI:17051')]	7.09e-16	40.909
I3YSC9	1.A.43.1.13	P37002	[('fluoride = fluoride', 'CHEBI:17051 = CHEBI:17051')]	4.02e-20	41.667
Q7VYU0	1.A.43.1.17	P37002	[('fluoride = fluoride', 'CHEBI:17051 = CHEBI:17051')]	6.24e-16	42.982
C7CD71	1.A.43.1.18	P37002	[('fluoride = fluoride', 'CHEBI:17051 = CHEBI:17051')]	1.16e-10	36.283
O07591	1.A.43.1.2	P37002	[('fluoride = fluoride', 'CHEBI:17051 = CHEBI:17051')]	1.22e-09	37.383
C7P777	1.A.43.1.4	P37002	[('fluoride = fluoride', 'CHEBI:17051 = CHEBI:17051')]	5.47e-22	44.737
E0TB42	1.A.43.1.5	P37002	[('fluoride = fluoride', 'CHEBI:17051 = CHEBI:17051')]	7.94e-05	34.906
Q3B199	1.A.43.1.6	P37002	[('fluoride = fluoride', 'CHEBI:17051 = CHEBI:17051')]	8.15e-14	33.663
F0LJH3	1.A.43.1.7	P37002	[('fluoride = fluoride', 'CHEBI:17051 = CHEBI:17051')]	3.27e-15	41.053
D2NQE5	1.A.43.1.8	P37002	[('fluoride = fluoride', 'CHEBI:17051 = CHEBI:17051')]	4.24e-05	30.172
H2AV64	1.A.43.2.2	P37002	[('fluoride = fluoride', 'CHEBI:17051 = CHEBI:17051')]	2.59e-05	30.435
S9W181	1.A.43.2.3	P37002	[('fluoride = fluoride', 'CHEBI:17051 = CHEBI:17051')]	2.06e-09	36.17
D8UGV3	1.A.46.2.11	P76146	[('no_reaction_identified', 'no_reaction_identified')]	1.21e-26	30.126
B7K217	1.A.46.2.3	P76146	[('no_reaction_identified', 'no_reaction_identified')]	2.11e-42	32.982
C2UY63	1.A.46.2.4	P76146	[('no_reaction_identified', 'no_reaction_identified')]	5.55e-39	31.208
Q6MLK6	1.A.46.2.5	P76146	[('no_reaction_identified', 'no_reaction_identified')]	1.0500000000000001e-79	41.414
B2N0W4	1.A.46.2.6	P76146	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
W9BH30	1.A.46.2.8	P76146	[('no_reaction_identified', 'no_reaction_identified')]	1.22e-120	55.738
A4S185	1.A.46.2.9	P76146	[('no_reaction_identified', 'no_reaction_identified')]	2.83e-05	30.0
R8YEH7	1.A.54.5.3	P25960	[('no_reaction_identified', 'no_reaction_identified')]	3.8099999999999996e-23	45.238
R8YEH7	1.A.54.5.3	Q46836	[('no_reaction_identified', 'no_reaction_identified')]	7.15e-46	38.113
Q46836	1.A.54.5.4	P25960	[('no_reaction_identified', 'no_reaction_identified')]	5.04e-20	39.286
Q46836	1.A.54.5.4	Q46836	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
Q27433	1.A.6.2.2	P0AA53	[('calcium(2+)  = calcium(2+)', 'CHEBI:29108 = CHEBI:29108'), ('sodium(1+)  = sodium(1+)', 'CHEBI:29101 = CHEBI:29101'), ('cation  = cation', 'CHEBI:23058 = CHEBI:23058')]	1.13e-25	34.896
A0M015	1.A.62.2.1	P0AGM2	[('no_reaction_identified', 'no_reaction_identified')]	5.6e-46	39.394
A0M015	1.A.62.2.1	P0AFP0	[('no_reaction_identified', 'no_reaction_identified')]	6.9500000000000006e-43	37.436
I7MT28	1.A.62.2.2	P0AGM2	[('no_reaction_identified', 'no_reaction_identified')]	1.9100000000000003e-27	35.922
I7MT28	1.A.62.2.2	P0AFP0	[('no_reaction_identified', 'no_reaction_identified')]	5.01e-116	86.275
P0AGM2	1.A.62.2.3	P0AGM2	[('no_reaction_identified', 'no_reaction_identified')]	5.04e-145	100.0
P0AGM2	1.A.62.2.3	P0AFP0	[('no_reaction_identified', 'no_reaction_identified')]	3.62e-33	42.384
A4WTL9	1.A.62.2.4	P0AGM2	[('no_reaction_identified', 'no_reaction_identified')]	1.5700000000000001e-31	37.173
A4WTL9	1.A.62.2.4	P0AFP0	[('no_reaction_identified', 'no_reaction_identified')]	2.6800000000000003e-35	43.077
Q981D4	1.A.62.3.1	P0AGM2	[('no_reaction_identified', 'no_reaction_identified')]	9.76e-25	30.303
Q981D4	1.A.62.3.1	P0AFP0	[('no_reaction_identified', 'no_reaction_identified')]	3.31e-30	33.166
Q9RKM3	1.A.62.3.2	P0AGM2	[('no_reaction_identified', 'no_reaction_identified')]	2.13e-16	33.333
Q9RKM3	1.A.62.3.2	P0AFP0	[('no_reaction_identified', 'no_reaction_identified')]	2.05e-22	38.66
S0WRQ6	1.A.77.3.11	P0ABC0	[('cation  = cation', 'CHEBI:3473 = CHEBI:3473')]	2.77e-81	97.619
Q9KNG8	1.A.77.3.7	P0ABC0	[('cation  = cation', 'CHEBI:3473 = CHEBI:3473')]	5.15e-09	35.537
C4X3L3	1.A.77.3.8	P0ABC0	[('cation  = cation', 'CHEBI:3473 = CHEBI:3473')]	5.04e-55	84.921
P0AER0	1.A.8.1.1	P0AER0	[('glycerol = glycerol', 'CHEBI:17754 = CHEBI:17754'), ('arsenite(3-)  = arsenite(3-)', 'CHEBI:29866 = CHEBI:29866'), ('polyol  = polyol', 'CHEBI:26191 = CHEBI:26191')]	0.0	100.0
BBB86745	1.A.8.1.2	P0AER0	[('ammonia  = ammonia', 'CHEBI:16134 = CHEBI:16134'), ('carbon dioxide  = carbon dioxide', 'CHEBI:16526 = CHEBI:16526')]	3.0399999999999997e-34	35.102
P26587	1.A.8.10.1	P60844	[('hydrogen peroxide  = hydrogen peroxide', 'CHEBI:16240 = CHEBI:16240'), ('water  = water', 'CHEBI:15377 = CHEBI:15377'), ('ammonia  = ammonia', 'CHEBI:16134 = CHEBI:16134'), ('urea  = urea', 'CHEBI:16199 = CHEBI:16199'), ('glycerol  = glycerol', 'CHEBI:17754 = CHEBI:17754')]	2.25e-18	35.593
Q41951	1.A.8.10.10	P60844	[('water  = water', 'CHEBI:15377 = CHEBI:15377')]	6.51e-16	32.9
P23958	1.A.8.10.11	P60844	[('water  = water', 'CHEBI:15377 = CHEBI:15377')]	1.11e-14	33.75
O94778	1.A.8.10.15	P0AER0	[('formamide = formamide', 'CHEBI:16397 = CHEBI:16397'), ('methylamine = methylamine', 'CHEBI:59338 = CHEBI:59338'), ('H2O = H2O', 'CHEBI:15377 = CHEBI:15377'), ('H2O2 = H2O2', 'CHEBI:16240 = CHEBI:16240'), ('ammonia  = ammonia', 'CHEBI:16134 = CHEBI:16134')]	1.11e-15	30.622
Q66I64	1.A.8.10.16	P60844	[('water  = water', 'CHEBI:15377 = CHEBI:15377')]	4.98e-20	32.456
Q6DEI6	1.A.8.10.18	P60844	[('water  = water', 'CHEBI:15377 = CHEBI:15377')]	1.2500000000000001e-22	30.87
Q9XG70	1.A.8.10.2	P60844	[('water  = water', 'CHEBI:15377 = CHEBI:15377'), ('ammonia  = ammonia', 'CHEBI:16134 = CHEBI:16134'), ('urea  = urea', 'CHEBI:16199 = CHEBI:16199'), ('glycerol  = glycerol', 'CHEBI:17754 = CHEBI:17754'), ('carbon dioxide  = carbon dioxide', 'CHEBI:16526 = CHEBI:16526')]	2.97e-18	32.34
P25818	1.A.8.10.3	P60844	[('arsenate(3-)  = arsenate(3-)', 'CHEBI:29125 = CHEBI:29125'), ('antimonate(3-)  = antimonate(3-)', 'CHEBI:30295 = CHEBI:30295'), ('borate  = borate', 'CHEBI:22908 = CHEBI:22908'), ('hydrogen peroxide  = hydrogen peroxide', 'CHEBI:16240 = CHEBI:16240'), ('water  = water', 'CHEBI:15377 = CHEBI:15377'), ('ammonia  = ammonia', 'CHEBI:16134 = CHEBI:16134'), ('urea  = urea', 'CHEBI:16199 = CHEBI:16199'), ('glycerol  = glycerol', 'CHEBI:17754 = CHEBI:17754')]	2.05e-14	35.088
Q9FGL2	1.A.8.10.4	P60844	[('water  = water', 'CHEBI:15377 = CHEBI:15377'), ('ammonia  = ammonia', 'CHEBI:16134 = CHEBI:16134')]	1.06e-20	33.624
O82598	1.A.8.10.6	P60844	[('water  = water', 'CHEBI:15377 = CHEBI:15377'), ('urea  = urea', 'CHEBI:16199 = CHEBI:16199')]	6.16e-14	30.172
Q41963	1.A.8.10.9	P60844	[('water  = water', 'CHEBI:15377 = CHEBI:15377')]	1.2e-13	32.083
P25794	1.A.8.11.1	P60844	[('water  = water', 'CHEBI:15377 = CHEBI:15377')]	1.01e-22	31.683
Q9FF53	1.A.8.11.10	P60844	[('water  = water', 'CHEBI:15377 = CHEBI:15377')]	3.9499999999999996e-23	31.818
O24662	1.A.8.11.2	P60844	[('water  = water', 'CHEBI:15377 = CHEBI:15377'), ('carbon dioxide  = carbon dioxide', 'CHEBI:16526 = CHEBI:16526')]	1.09e-22	31.472
P61837	1.A.8.11.3	P60844	[('hydrogen peroxide  = hydrogen peroxide', 'CHEBI:16240 = CHEBI:16240'), ('water  = water', 'CHEBI:15377 = CHEBI:15377'), ('dioxygen  = dioxygen', 'CHEBI:15379 = CHEBI:15379'), ('carbon dioxide  = carbon dioxide', 'CHEBI:16526 = CHEBI:16526'), ('neonicotinoid insectide  = neonicotinoid insectide', 'CHEBI:25540 = CHEBI:25540')]	2.86e-21	30.964
P43286	1.A.8.11.4	P60844	[('H2O  = H2O', 'H2O = H2O'), ('solute  = solute', 'solute = solute')]	8.28e-23	31.863
Q9ZV07	1.A.8.11.5	P60844	[('water  = water', 'CHEBI:15377 = CHEBI:15377')]	4.25e-22	31.98
Q9ZVX8	1.A.8.11.6	P60844	[('water  = water', 'CHEBI:15377 = CHEBI:15377')]	7.61e-23	33.01
