Reaction ID	Name	Subsystem	Reaction (IDs)	Reaction (Names)	Reaction (CHEBI)	Substrates (BiGG)	Genes	UIDs
VALTA	Valine transaminase	Valine, Leucine, and Isoleucine Metabolism	1.0 akg_c + 1.0 val__L_c = 1.0 3mob_c + 1.0 glu__L_c	1.0 2-Oxoglutarate + 1.0 L-Valine = 1.0 3-Methyl-2-oxobutanoate + 1.0 L-Glutamate	1.0 CHEBI:40661 + 1.0 CHEBI:32859 = 1.0 CHEBI:11851 + 1.0 CHEBI:76051	{'glu__L', 'akg', '3mob', 'val__L'}	ilvE	P0AB80
GLYCTO3	Glycolate oxidase	Alternate Carbon Metabolism	1.0 glyclt_c + 1.0 mqn8_c = 1.0 glx_c + 1.0 mql8_c	1.0 Glycolate C2H3O3 + 1.0 Menaquinone 8 = 1.0 Glyoxylate + 1.0 Menaquinol 8	1.0 CHEBI:24388 + 1.0 CHEBI:44027 = 1.0 CHEBI:24420 + 1.0 CHEBI:61684	{'glx', 'glyclt', 'mqn8', 'mql8'}	glcD, glcE, glcF	P0AEP9, P52073, P52074
IPPMIb	2-isopropylmalate hydratase	Valine, Leucine, and Isoleucine Metabolism	1.0 2ippm_c + 1.0 h2o_c = 1.0 3c3hmp_c	1.0 2-Isopropylmaleate + 1.0 H2O H2O = 1.0 3-Carboxy-3-hydroxy-4-methylpentanoate	1.0 CHEBI:17275 + 1.0 CHEBI:13352 = 1.0 CHEBI:35128	{'2ippm', '3c3hmp', 'h2o'}	leuD, leuC	P30126, P0A6A6
GLYCTO4	Glycolate oxidase	Alternate Carbon Metabolism	1.0 2dmmq8_c + 1.0 glyclt_c = 1.0 2dmmql8_c + 1.0 glx_c	1.0 2-Demethylmenaquinone 8 + 1.0 Glycolate C2H3O3 = 1.0 2-Demethylmenaquinol 8 + 1.0 Glyoxylate	1.0 CHEBI:48455 + 1.0 CHEBI:24388 = 1.0 CHEBI:61873 + 1.0 CHEBI:24420	{'glx', 'glyclt', '2dmmq8', '2dmmql8'}	glcD, glcE, glcF	P0AEP9, P52073, P52074
ORPT	Orotate phosphoribosyltransferase	Purine and Pyrimidine Biosynthesis	1.0 orot5p_c + 1.0 ppi_c = 1.0 orot_c + 1.0 prpp_c	1.0 Orotidine 5'-phosphate + 1.0 Diphosphate = 1.0 Orotate C5H3N2O4 + 1.0 5-Phospho-alpha-D-ribose 1-diphosphate	1.0 CHEBI:57538 + 1.0 CHEBI:45212 = 1.0 CHEBI:14698 + 1.0 CHEBI:2121	{'orot', 'ppi', 'prpp', 'orot5p'}	pyrE	P0A7E3
RBFSa	Riboflavin synthase	Cofactor and Prosthetic Group Biosynthesis	1.0 4r5au_c + 1.0 db4p_c = 1.0 dmlz_c + 2.0 h2o_c + 1.0 pi_c	1.0 4-(1-D-Ribitylamino)-5-aminouracil + 1.0 3,4-dihydroxy-2-butanone 4-phosphate = 1.0 6,7-Dimethyl-8-(1-D-ribityl)lumazine + 2.0 H2O H2O + 1.0 Phosphate	1.0 CHEBI:20283 + 1.0 CHEBI:50606 = 1.0 CHEBI:20682 + 2.0 CHEBI:13352 + 1.0 CHEBI:26078	{'db4p', '4r5au', 'h2o', 'pi', 'dmlz'}	ribE	P61714
ACHBS	2-aceto-2-hydroxybutanoate synthase	Valine, Leucine, and Isoleucine Metabolism	1.0 2obut_c + 1.0 h_c + 1.0 pyr_c = 1.0 2ahbut_c + 1.0 co2_c	1.0 2-Oxobutanoate + 1.0 H+ + 1.0 Pyruvate = 1.0 (S)-2-Aceto-2-hydroxybutanoate + 1.0 CO2 CO2	1.0 CHEBI:1250 + 1.0 CHEBI:5584 + 1.0 CHEBI:26462 = 1.0 CHEBI:27681 + 1.0 CHEBI:23011	{'2ahbut', 'co2', 'pyr', '2obut', 'h'}	ilvN, ilvB, ilvI, ilvH	P0ADF8, P08142, P00893, P00894
PFK_3	Phosphofructokinase (s7p)	Pentose Phosphate Pathway	1.0 atp_c + 1.0 s7p_c = 1.0 adp_c + 1.0 h_c + 1.0 s17bp_c	1.0 ATP C10H12N5O13P3 + 1.0 Sedoheptulose 7-phosphate = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Sedoheptulose 1,7-bisphosphate	1.0 CHEBI:15422 + 1.0 CHEBI:4244 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:17969	{'atp', 'adp', 's17bp', 's7p', 'h'}	pfkA	P0A796
DHAD2	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	Valine, Leucine, and Isoleucine Metabolism	1.0 23dhmp_c = 1.0 3mop_c + 1.0 h2o_c	1.0 (R)-2,3-Dihydroxy-3-methylpentanoate = 1.0 (S)-3-Methyl-2-oxopentanoate + 1.0 H2O H2O	1.0 CHEBI:18646 = 1.0 CHEBI:18568 + 1.0 CHEBI:13352	{'3mop', '23dhmp', 'h2o'}	ilvD	P05791
ACLS	Acetolactate synthase	Valine, Leucine, and Isoleucine Metabolism	1.0 h_c + 2.0 pyr_c = 1.0 alac__S_c + 1.0 co2_c	1.0 H+ + 2.0 Pyruvate = 1.0 (S)-2-Acetolactate + 1.0 CO2 CO2	1.0 CHEBI:5584 + 2.0 CHEBI:26462 = 1.0 CHEBI:11033 + 1.0 CHEBI:23011	{'pyr', 'h', 'alac__S', 'co2'}	ilvI, ilvH, ilvN, ilvB	P00893, P00894, P0ADF8, P08142
TRPS2	Tryptophan synthase (indole)	Tyrosine, Tryptophan, and Phenylalanine Metabolism	1.0 indole_c + 1.0 ser__L_c = 1.0 h2o_c + 1.0 trp__L_c	1.0 Indole + 1.0 L-Serine = 1.0 H2O H2O + 1.0 L-Tryptophan	1.0 CHEBI:43537 + 1.0 CHEBI:32845 = 1.0 CHEBI:13352 + 1.0 CHEBI:13178	{'indole', 'ser__L', 'trp__L', 'h2o'}	trpA, trpB	P0A877, P0A879
PSCVT	3-phosphoshikimate 1-carboxyvinyltransferase	Tyrosine, Tryptophan, and Phenylalanine Metabolism	1.0 pep_c + 1.0 skm5p_c = 1.0 3psme_c + 1.0 pi_c	1.0 Phosphoenolpyruvate + 1.0 Shikimate 5-phosphate = 1.0 5-O-(1-Carboxyvinyl)-3-phosphoshikimate + 1.0 Phosphate	1.0 CHEBI:18021 + 1.0 CHEBI:11886 = 1.0 CHEBI:20533 + 1.0 CHEBI:26078	{'3psme', 'skm5p', 'pep', 'pi'}	aroA	P0A6D3
G3PD5	Glycerol-3-phosphate dehydrogenase (ubiquinone-8)	Oxidative Phosphorylation	1.0 glyc3p_c + 1.0 q8_c = 1.0 dhap_c + 1.0 q8h2_c	1.0 Glycerol 3-phosphate + 1.0 Ubiquinone-8 = 1.0 Dihydroxyacetone phosphate + 1.0 Ubiquinol-8	1.0 CHEBI:12843 + 1.0 CHEBI:61683 = 1.0 CHEBI:14341 + 1.0 CHEBI:61682	{'q8', 'q8h2', 'glyc3p', 'dhap'}	glpC, glpB, glpA, glpD	P0A996, P13033, P0A9C0, P13035
G1PP	Glucose-1-phosphatase	Glycolysis/Gluconeogenesis	1.0 g1p_c + 1.0 h2o_c = 1.0 glc__D_c + 1.0 pi_c	1.0 D-Glucose 1-phosphate + 1.0 H2O H2O = 1.0 D-Glucose + 1.0 Phosphate	1.0 CHEBI:10246 + 1.0 CHEBI:13352 = 1.0 CHEBI:12965 + 1.0 CHEBI:26078	{'pi', 'glc__D', 'g1p', 'h2o'}	yfbT, yihX, yidA	P77625, P0A8Y3, P0A8Y5
PFL	Pyruvate formate lyase	Pyruvate Metabolism	1.0 coa_c + 1.0 pyr_c = 1.0 accoa_c + 1.0 for_c	1.0 Coenzyme A + 1.0 Pyruvate = 1.0 Acetyl-CoA + 1.0 Formate	1.0 CHEBI:41631 + 1.0 CHEBI:26462 = 1.0 CHEBI:57288 + 1.0 CHEBI:24081	{'coa', 'for', 'pyr', 'accoa'}	pflA, pflB, pflA, tdcE, pflD, pflC, pflA, pflB, grcA	P0A9N4, P09373, P42632, P32674, P32675, P68066
EX_acgam_e	N-Acetyl-D-glucosamine exchange	Extracellular exchange	1.0 acgam_e = 	1.0 N-Acetyl-D-glucosamine = 	1.0 CHEBI:21517 = 	{'acgam'}	Unknown	Unknown
ANS	Anthranilate synthase	Tyrosine, Tryptophan, and Phenylalanine Metabolism	1.0 chor_c + 1.0 gln__L_c = 1.0 anth_c + 1.0 glu__L_c + 1.0 h_c + 1.0 pyr_c	1.0 Chorismate + 1.0 L-Glutamine = 1.0 Anthranilate + 1.0 L-Glutamate + 1.0 H+ + 1.0 Pyruvate	1.0 CHEBI:23225 + 1.0 CHEBI:42943 = 1.0 CHEBI:30754 + 1.0 CHEBI:76051 + 1.0 CHEBI:5584 + 1.0 CHEBI:26462	{'anth', 'pyr', 'glu__L', 'gln__L', 'chor', 'h'}	trpD, trpE	P00904, P00895
FRD2	Fumarate reductase	Citric Acid Cycle	1.0 fum_c + 1.0 mql8_c = 1.0 mqn8_c + 1.0 succ_c	1.0 Fumarate + 1.0 Menaquinol 8 = 1.0 Menaquinone 8 + 1.0 Succinate	1.0 CHEBI:36180 + 1.0 CHEBI:61684 = 1.0 CHEBI:44027 + 1.0 CHEBI:22941	{'mqn8', 'succ', 'mql8', 'fum'}	frdC, frdD, frdB, frdA	P0A8Q0, P0A8Q3, P0AC47, P00363
FRD3	Fumarate reductase	Citric Acid Cycle	1.0 2dmmql8_c + 1.0 fum_c = 1.0 2dmmq8_c + 1.0 succ_c	1.0 2-Demethylmenaquinol 8 + 1.0 Fumarate = 1.0 2-Demethylmenaquinone 8 + 1.0 Succinate	1.0 CHEBI:61873 + 1.0 CHEBI:36180 = 1.0 CHEBI:48455 + 1.0 CHEBI:22941	{'fum', 'succ', '2dmmq8', '2dmmql8'}	frdC, frdD, frdB, frdA	P0A8Q0, P0A8Q3, P0AC47, P00363
ANPRT	Anthranilate phosphoribosyltransferase	Tyrosine, Tryptophan, and Phenylalanine Metabolism	1.0 anth_c + 1.0 prpp_c = 1.0 ppi_c + 1.0 pran_c	1.0 Anthranilate + 1.0 5-Phospho-alpha-D-ribose 1-diphosphate = 1.0 Diphosphate + 1.0 N-(5-Phospho-D-ribosyl)anthranilate	1.0 CHEBI:30754 + 1.0 CHEBI:2121 = 1.0 CHEBI:45212 + 1.0 CHEBI:12431	{'prpp', 'pran', 'anth', 'ppi'}	trpD	P00904
POX	Pyruvate oxidase	Oxidative Phosphorylation	1.0 h2o_c + 1.0 pyr_c + 1.0 q8_c = 1.0 ac_c + 1.0 co2_c + 1.0 q8h2_c	1.0 H2O H2O + 1.0 Pyruvate + 1.0 Ubiquinone-8 = 1.0 Acetate + 1.0 CO2 CO2 + 1.0 Ubiquinol-8	1.0 CHEBI:13352 + 1.0 CHEBI:26462 + 1.0 CHEBI:61683 = 1.0 CHEBI:13704 + 1.0 CHEBI:23011 + 1.0 CHEBI:61682	{'q8', 'h2o', 'pyr', 'co2', 'q8h2', 'ac'}	poxB	P07003
CHORM	Chorismate mutase	Tyrosine, Tryptophan, and Phenylalanine Metabolism	1.0 chor_c = 1.0 pphn_c	1.0 Chorismate = 1.0 Prephenate	1.0 CHEBI:23225 = 1.0 CHEBI:8399	{'chor', 'pphn'}	pheA, tyrA	P0A9J8, P07023
PTAr	Phosphotransacetylase	Pyruvate Metabolism	1.0 accoa_c + 1.0 pi_c = 1.0 actp_c + 1.0 coa_c	1.0 Acetyl-CoA + 1.0 Phosphate = 1.0 Acetyl phosphate + 1.0 Coenzyme A	1.0 CHEBI:57288 + 1.0 CHEBI:26078 = 1.0 CHEBI:13711 + 1.0 CHEBI:41631	{'coa', 'pi', 'actp', 'accoa'}	pta, eutD	P0A9M8, P77218
CHORS	Chorismate synthase	Tyrosine, Tryptophan, and Phenylalanine Metabolism	1.0 3psme_c = 1.0 chor_c + 1.0 pi_c	1.0 5-O-(1-Carboxyvinyl)-3-phosphoshikimate = 1.0 Chorismate + 1.0 Phosphate	1.0 CHEBI:20533 = 1.0 CHEBI:23225 + 1.0 CHEBI:26078	{'3psme', 'chor', 'pi'}	aroC	P12008
IGPS	Indole-3-glycerol-phosphate synthase	Tyrosine, Tryptophan, and Phenylalanine Metabolism	1.0 2cpr5p_c + 1.0 h_c = 1.0 3ig3p_c + 1.0 co2_c + 1.0 h2o_c	1.0 1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate + 1.0 H+ = 1.0 C'-(3-Indolyl)-glycerol 3-phosphate + 1.0 CO2 CO2 + 1.0 H2O H2O	1.0 CHEBI:11186 + 1.0 CHEBI:5584 = 1.0 CHEBI:58866 + 1.0 CHEBI:23011 + 1.0 CHEBI:13352	{'h2o', 'co2', '3ig3p', '2cpr5p', 'h'}	trpC	P00909
ACKr	Acetate kinase	Pyruvate Metabolism	1.0 ac_c + 1.0 atp_c = 1.0 actp_c + 1.0 adp_c	1.0 Acetate + 1.0 ATP C10H12N5O13P3 = 1.0 Acetyl phosphate + 1.0 ADP C10H12N5O10P2	1.0 CHEBI:13704 + 1.0 CHEBI:15422 = 1.0 CHEBI:13711 + 1.0 CHEBI:2342	{'atp', 'actp', 'adp', 'ac'}	ackA, purT, tdcD	P0A6A3, P33221, P11868
EX_cellb_e	Cellobiose exchange	Extracellular exchange	1.0 cellb_e = 	1.0 Cellobiose = 	1.0 CHEBI:36217 = 	{'cellb'}	Unknown	Unknown
EX_crn_e	L-Carnitine exchange	Extracellular exchange	1.0 crn_e = 	1.0 L-Carnitine = 	1.0 CHEBI:29085 = 	{'crn'}	Unknown	Unknown
EX_hxan_e	Hypoxanthine exchange	Extracellular exchange	1.0 hxan_e = 	1.0 Hypoxanthine = 	1.0 CHEBI:14431 = 	{'hxan'}	Unknown	Unknown
EX_ile__L_e	L-Isoleucine exchange	Extracellular exchange	1.0 ile__L_e = 	1.0 L-Isoleucine = 	1.0 CHEBI:43290 = 	{'ile__L'}	Unknown	Unknown
EX_chol_e	Choline exchange	Extracellular exchange	1.0 chol_e = 	1.0 Choline C5H14NO = 	1.0 CHEBI:41524 = 	{'chol'}	Unknown	Unknown
EX_fe3_e	Fe3+ exchange	Extracellular exchange	1.0 fe3_e = 	1.0 Iron (Fe3+) = 	1.0 CHEBI:49595 = 	{'fe3'}	Unknown	Unknown
LEUTAi	Leucine transaminase (irreversible)	Valine, Leucine, and Isoleucine Metabolism	1.0 4mop_c + 1.0 glu__L_c = 1.0 akg_c + 1.0 leu__L_c	1.0 4-Methyl-2-oxopentanoate + 1.0 L-Glutamate = 1.0 2-Oxoglutarate + 1.0 L-Leucine	1.0 CHEBI:1891 + 1.0 CHEBI:76051 = 1.0 CHEBI:40661 + 1.0 CHEBI:32620	{'leu__L', '4mop', 'glu__L', 'akg'}	ilvE, tyrB	P0AB80, P04693
EX_lac__L_e	L-Lactate exchange	Extracellular exchange	1.0 lac__L_e = 	1.0 L-Lactate = 	1.0 CHEBI:11065 = 	{'lac__L'}	Unknown	Unknown
EX_leu__L_e	L-Leucine exchange	Extracellular exchange	1.0 leu__L_e = 	1.0 L-Leucine = 	1.0 CHEBI:32620 = 	{'leu__L'}	Unknown	Unknown
EX_glcn_e	D-Gluconate exchange	Extracellular exchange	1.0 glcn_e = 	1.0 D-Gluconate = 	1.0 CHEBI:20983 = 	{'glcn'}	Unknown	Unknown
EX_no3_e	Nitrate exchange	Extracellular exchange	1.0 no3_e = 	1.0 Nitrate = 	1.0 CHEBI:44487 = 	{'no3'}	Unknown	Unknown
EX_h_e	H+ exchange	Extracellular exchange	1.0 h_e = 	1.0 H+ = 	1.0 CHEBI:5584 = 	{'h'}	Unknown	Unknown
DMATT	Dimethylallyltranstransferase	Cofactor and Prosthetic Group Biosynthesis	1.0 dmpp_c + 1.0 ipdp_c = 1.0 grdp_c + 1.0 ppi_c	1.0 Dimethylallyl diphosphate + 1.0 Isopentenyl diphosphate = 1.0 Geranyl diphosphate + 1.0 Diphosphate	1.0 CHEBI:14883 + 1.0 CHEBI:128769 = 1.0 CHEBI:17211 + 1.0 CHEBI:45212	{'dmpp', 'grdp', 'ipdp', 'ppi'}	ispA	P22939
EX_orn_e	Ornithine exchange	Extracellular exchange	1.0 orn_e = 	1.0 Ornithine = 	1.0 CHEBI:21367 = 	{'orn'}	Unknown	Unknown
GRTT	Geranyltranstransferase	Cofactor and Prosthetic Group Biosynthesis	1.0 grdp_c + 1.0 ipdp_c = 1.0 frdp_c + 1.0 ppi_c	1.0 Geranyl diphosphate + 1.0 Isopentenyl diphosphate = 1.0 Farnesyl diphosphate + 1.0 Diphosphate	1.0 CHEBI:17211 + 1.0 CHEBI:128769 = 1.0 CHEBI:50277 + 1.0 CHEBI:45212	{'grdp', 'ppi', 'ipdp', 'frdp'}	ispA	P22939
EX_gln__L_e	L-Glutamine exchange	Extracellular exchange	1.0 gln__L_e = 	1.0 L-Glutamine = 	1.0 CHEBI:42943 = 	{'gln__L'}	Unknown	Unknown
UPP3S	Uroporphyrinogen-III synthase	Cofactor and Prosthetic Group Biosynthesis	1.0 hmbil_c = 1.0 h2o_c + 1.0 uppg3_c	1.0 Hydroxymethylbilane = 1.0 H2O H2O + 1.0 Uroporphyrinogen III	1.0 CHEBI:14423 = 1.0 CHEBI:13352 + 1.0 CHEBI:15437	{'hmbil', 'uppg3', 'h2o'}	hemD	P09126
EX_pro__L_e	L-Proline exchange	Extracellular exchange	1.0 pro__L_e = 	1.0 L-Proline = 	1.0 CHEBI:26271 = 	{'pro__L'}	Unknown	Unknown
EX_glyc_e	Glycerol exchange	Extracellular exchange	1.0 glyc_e = 	1.0 Glycerol = 	1.0 CHEBI:5448 = 	{'glyc'}	Unknown	Unknown
UPPDC1	Uroporphyrinogen decarboxylase (uroporphyrinogen III)	Cofactor and Prosthetic Group Biosynthesis	4.0 h_c + 1.0 uppg3_c = 4.0 co2_c + 1.0 cpppg3_c	4.0 H+ + 1.0 Uroporphyrinogen III = 4.0 CO2 CO2 + 1.0 Coproporphyrinogen III	4.0 CHEBI:5584 + 1.0 CHEBI:15437 = 4.0 CHEBI:23011 + 1.0 CHEBI:15439	{'cpppg3', 'h', 'uppg3', 'co2'}	hemE	P29680
EX_man_e	D-Mannose exchange	Extracellular exchange	1.0 man_e = 	1.0 D-Mannose = 	1.0 CHEBI:4208 = 	{'man'}	Unknown	Unknown
TMDPP	Thymidine phosphorylase	Nucleotide Salvage Pathway	1.0 pi_c + 1.0 thymd_c = 1.0 2dr1p_c + 1.0 thym_c	1.0 Phosphate + 1.0 Thymidine C10H14N2O5 = 1.0 2-Deoxy-D-ribose 1-phosphate + 1.0 Thymine C5H6N2O2	1.0 CHEBI:26078 + 1.0 CHEBI:45834 = 1.0 CHEBI:28542 + 1.0 CHEBI:15247	{'thym', 'pi', '2dr1p', 'thymd'}	deoA	P07650
EX_ade_e	Adenine exchange	Extracellular exchange	1.0 ade_e = 	1.0 Adenine = 	1.0 CHEBI:16708 = 	{'ade'}	Unknown	Unknown
EX_mn2_e	Mn2+ exchange	Extracellular exchange	1.0 mn2_e = 	1.0 Manganese = 	1.0 CHEBI:21435 = 	{'mn2'}	Unknown	Unknown
EX_4abut_e	4-Aminobutanoate exchange	Extracellular exchange	1.0 4abut_e = 	1.0 4-Aminobutanoate = 	1.0 CHEBI:40483 = 	{'4abut'}	Unknown	Unknown
EX_ac_e	Acetate exchange	Extracellular exchange	1.0 ac_e = 	1.0 Acetate = 	1.0 CHEBI:13704 = 	{'ac'}	Unknown	Unknown
EX_akg_e	2-Oxoglutarate exchange	Extracellular exchange	1.0 akg_e = 	1.0 2-Oxoglutarate = 	1.0 CHEBI:40661 = 	{'akg'}	Unknown	Unknown
EX_ala__L_e	L-Alanine exchange	Extracellular exchange	1.0 ala__L_e = 	1.0 L-Alanine = 	1.0 CHEBI:21216 = 	{'ala__L'}	Unknown	Unknown
EX_arg__L_e	L-Arginine exchange	Extracellular exchange	1.0 arg__L_e = 	1.0 L-Arginine = 	1.0 CHEBI:32683 = 	{'arg__L'}	Unknown	Unknown
EX_asp__L_e	L-Aspartate exchange	Extracellular exchange	1.0 asp__L_e = 	1.0 L-Aspartate = 	1.0 CHEBI:17053 = 	{'asp__L'}	Unknown	Unknown
EX_pyr_e	Pyruvate exchange	Extracellular exchange	1.0 pyr_e = 	1.0 Pyruvate = 	1.0 CHEBI:26462 = 	{'pyr'}	Unknown	Unknown
EX_succ_e	Succinate exchange	Extracellular exchange	1.0 succ_e = 	1.0 Succinate = 	1.0 CHEBI:22941 = 	{'succ'}	Unknown	Unknown
EX_thymd_e	Thymidine exchange	Extracellular exchange	1.0 thymd_e = 	1.0 Thymidine C10H14N2O5 = 	1.0 CHEBI:45834 = 	{'thymd'}	Unknown	Unknown
EX_rib__D_e	D-Ribose exchange	Extracellular exchange	1.0 rib__D_e = 	1.0 D-Ribose = 	1.0 CHEBI:13011 = 	{'rib__D'}	Unknown	Unknown
EX_tyr__L_e	L-Tyrosine exchange	Extracellular exchange	1.0 tyr__L_e = 	1.0 L-Tyrosine = 	1.0 CHEBI:6313 = 	{'tyr__L'}	Unknown	Unknown
EX_cytd_e	Cytidine exchange	Extracellular exchange	1.0 cytd_e = 	1.0 Cytidine = 	1.0 CHEBI:41686 = 	{'cytd'}	Unknown	Unknown
EX_dcyt_e	Deoxycytidine exchange	Extracellular exchange	1.0 dcyt_e = 	1.0 Deoxycytidine = 	1.0 CHEBI:41434 = 	{'dcyt'}	Unknown	Unknown
MOAT	3-deoxy-D-manno-octulosonic acid transferase	Lipopolysaccharide Biosynthesis / Recycling	1.0 ckdo_c + 1.0 lipidA_c = 1.0 cmp_c + 1.0 h_c + 1.0 kdolipid4_c	1.0 CMP-3-deoxy-D-manno-octulosonate + 1.0 2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate = 1.0 CMP C9H12N3O8P + 1.0 H+ + 1.0 KDO-lipid IV(A)	1.0 CHEBI:59825 + 1.0 CHEBI:19294 = 1.0 CHEBI:60377 + 1.0 CHEBI:5584 + 1.0 CHEBI:20009	{'lipidA', 'cmp', 'kdolipid4', 'ckdo', 'h'}	waaA	P0AC75
EX_fum_e	Fumarate exchange	Extracellular exchange	1.0 fum_e = 	1.0 Fumarate = 	1.0 CHEBI:36180 = 	{'fum'}	Unknown	Unknown
EX_sbt__D_e	D-Sorbitol exchange	Extracellular exchange	1.0 sbt__D_e = 	1.0 D-Sorbitol = 	1.0 CHEBI:33796 = 	{'sbt__D'}	Unknown	Unknown
EX_glu__L_e	L-Glutamate exchange	Extracellular exchange	1.0 glu__L_e = 	1.0 L-Glutamate = 	1.0 CHEBI:76051 = 	{'glu__L'}	Unknown	Unknown
UDCPDPS	Undecaprenyl diphosphate synthase	Cofactor and Prosthetic Group Biosynthesis	1.0 frdp_c + 8.0 ipdp_c = 8.0 ppi_c + 1.0 udcpdp_c	1.0 Farnesyl diphosphate + 8.0 Isopentenyl diphosphate = 8.0 Diphosphate + 1.0 Undecaprenyl diphosphate	1.0 CHEBI:50277 + 8.0 CHEBI:128769 = 8.0 CHEBI:45212 + 1.0 CHEBI:27192	{'ppi', 'ipdp', 'frdp', 'udcpdp'}	ispU	P60472
ECOAH6	3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)	Membrane Lipid Metabolism	1.0 3htdcoa_c = 1.0 h2o_c + 1.0 td2coa_c	1.0 (S)-3-Hydroxytetradecanoyl-CoA = 1.0 H2O H2O + 1.0 Trans-Tetradec-2-enoyl-CoA	1.0 CHEBI:400 = 1.0 CHEBI:13352 + 1.0 CHEBI:10734	{'td2coa', '3htdcoa', 'h2o'}	fadJ, fadB	P77399, P21177
USHD	UDP-sugar hydrolase	Lipopolysaccharide Biosynthesis / Recycling	1.0 h2o_c + 1.0 u23ga_c = 2.0 h_c + 1.0 lipidX_c + 1.0 ump_c	1.0 H2O H2O + 1.0 UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine = 2.0 H+ + 1.0 2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate + 1.0 UMP C9H11N2O9P	1.0 CHEBI:13352 + 1.0 CHEBI:78847 = 2.0 CHEBI:5584 + 1.0 CHEBI:16942 + 1.0 CHEBI:47721	{'u23ga', 'h2o', 'lipidX', 'ump', 'h'}	lpxH	P43341
EX_gua_e	Guanine exchange	Extracellular exchange	1.0 gua_e = 	1.0 Guanine = 	1.0 CHEBI:16235 = 	{'gua'}	Unknown	Unknown
ENO	Enolase	Glycolysis/Gluconeogenesis	1.0 2pg_c = 1.0 h2o_c + 1.0 pep_c	1.0 D-Glycerate 2-phosphate = 1.0 H2O H2O + 1.0 Phosphoenolpyruvate	1.0 CHEBI:39868 = 1.0 CHEBI:13352 + 1.0 CHEBI:18021	{'2pg', 'pep', 'h2o'}	eno	P0A6P9
FBA	Fructose-bisphosphate aldolase	Glycolysis/Gluconeogenesis	1.0 fdp_c = 1.0 dhap_c + 1.0 g3p_c	1.0 D-Fructose 1,6-bisphosphate = 1.0 Dihydroxyacetone phosphate + 1.0 Glyceraldehyde 3-phosphate	1.0 CHEBI:37736 = 1.0 CHEBI:14341 + 1.0 CHEBI:5446	{'fdp', 'g3p', 'dhap'}	fbaA, fbaB	P0AB71, P0A991
HCO3E	HCO3 equilibration reaction	Unassigned	1.0 co2_c + 1.0 h2o_c = 1.0 h_c + 1.0 hco3_c	1.0 CO2 CO2 + 1.0 H2O H2O = 1.0 H+ + 1.0 Bicarbonate	1.0 CHEBI:23011 + 1.0 CHEBI:13352 = 1.0 CHEBI:5584 + 1.0 CHEBI:13363	{'hco3', 'h', 'h2o', 'co2'}	can, cynT	P61517, P0ABE9
MGSA	Methylglyoxal synthase	Methylglyoxal Metabolism	1.0 dhap_c = 1.0 mthgxl_c + 1.0 pi_c	1.0 Dihydroxyacetone phosphate = 1.0 Methylglyoxal + 1.0 Phosphate	1.0 CHEBI:14341 = 1.0 CHEBI:14599 + 1.0 CHEBI:26078	{'pi', 'mthgxl', 'dhap'}	mgsA	P0A731
IMPC	IMP cyclohydrolase	Purine and Pyrimidine Biosynthesis	1.0 h2o_c + 1.0 imp_c = 1.0 fprica_c	1.0 H2O H2O + 1.0 IMP C10H11N4O8P = 1.0 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	1.0 CHEBI:13352 + 1.0 CHEBI:43524 = 1.0 CHEBI:18967	{'imp', 'fprica', 'h2o'}	purH	P15639
IMPD	IMP dehydrogenase	Purine and Pyrimidine Biosynthesis	1.0 h2o_c + 1.0 imp_c + 1.0 nad_c = 1.0 h_c + 1.0 nadh_c + 1.0 xmp_c	1.0 H2O H2O + 1.0 IMP C10H11N4O8P + 1.0 Nicotinamide adenine dinucleotide = 1.0 H+ + 1.0 Nicotinamide adenine dinucleotide - reduced + 1.0 Xanthosine 5'-phosphate	1.0 CHEBI:13352 + 1.0 CHEBI:43524 + 1.0 CHEBI:7422 = 1.0 CHEBI:5584 + 1.0 CHEBI:13395 + 1.0 CHEBI:10938	{'xmp', 'imp', 'h2o', 'nad', 'nadh', 'h'}	guaB	P0ADG7
