Reaction ID	Name	Subsystem	Reaction (IDs)	Reaction (Names)	Reaction (CHEBI)	Substrates (BiGG)	Genes	UIDs
GALCTtex	D-galactarte transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 galct__D_e = 1.0 galct__D_p	1.0 D-Galactarate = 1.0 D-Galactarate	1.0 CHEBI:33799 = 1.0 CHEBI:33799	{'galct__D'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
GALCTNtex	D-galactonate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 galctn__D_e = 1.0 galctn__D_p	1.0 D-Galactonate = 1.0 D-Galactonate	1.0 CHEBI:12931 = 1.0 CHEBI:12931	{'galctn__D'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
GALTtex	Galactitol transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 galt_e = 1.0 galt_p	1.0 Galactitol = 1.0 Galactitol	1.0 CHEBI:53575 = 1.0 CHEBI:53575	{'galt'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
FEENTERabcpp	Fe-enterobactin transport via ABC system (periplasm)	Inorganic Ion Transport and Metabolism	1.0 atp_c + 1.0 feenter_p + 1.0 h2o_c = 1.0 adp_c + 1.0 feenter_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Fe-enterobactin + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Fe-enterobactin + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:4993 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:4993 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'h2o', 'feenter', 'adp'}	fepG, fepB, fepD, fepC	P23877, P0AEL6, P23876, P23878
FECRMabcpp	Ferrichrome transport via ABC system (periplasm)	Inorganic Ion Transport and Metabolism	1.0 atp_c + 1.0 fecrm_p + 1.0 h2o_c = 1.0 adp_c + 1.0 fecrm_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Ferrichrome + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Ferrichrome + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:5019 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:5019 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'fecrm', 'h2o', 'adp'}	fhuB, fhuD, fhuC	P06972, P07822, P07821
GAMtex	D-glucosamine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 gam_e = 1.0 gam_p	1.0 D-Glucosamine = 1.0 D-Glucosamine	1.0 CHEBI:58723 = 1.0 CHEBI:58723	{'gam'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
GBBTNtex	Gamma-butyrobetaine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 gbbtn_e = 1.0 gbbtn_p	1.0 Gamma-butyrobetaine = 1.0 Gamma-butyrobetaine	1.0 CHEBI:1941 = 1.0 CHEBI:1941	{'gbbtn'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
INDOLEtex	Indole transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 indole_e = 1.0 indole_p	1.0 Indole = 1.0 Indole	1.0 CHEBI:43537 = 1.0 CHEBI:43537	{'indole'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
ARBt2rpp	L-arabinose transport via proton symport (periplasm)	Transport, Inner Membrane	1.0 arab__L_p + 1.0 h_p = 1.0 arab__L_c + 1.0 h_c	1.0 L-Arabinose + 1.0 H+ = 1.0 L-Arabinose + 1.0 H+	1.0 CHEBI:6182 + 1.0 CHEBI:5584 = 1.0 CHEBI:6182 + 1.0 CHEBI:5584	{'arab__L', 'h'}	araE	P0AE24
DAPabcpp	M-diaminopimelic acid ABC transport (periplasm)	Transport, Inner Membrane	1.0 26dap__M_p + 1.0 atp_c + 1.0 h2o_c = 1.0 26dap__M_c + 1.0 adp_c + 1.0 h_c + 1.0 pi_c	1.0 Meso-2,6-Diaminoheptanedioate + 1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O = 1.0 Meso-2,6-Diaminoheptanedioate + 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:40838 + 1.0 CHEBI:15422 + 1.0 CHEBI:13352 = 1.0 CHEBI:40838 + 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'adp', 'h2o', '26dap__M'}	Unknown	Unknown
L_LACtex	L-lactate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 lac__L_e = 1.0 lac__L_p	1.0 L-Lactate = 1.0 L-Lactate	1.0 CHEBI:11065 = 1.0 CHEBI:11065	{'lac__L'}	ompF, ompN, ompC, phoE	P02931, P77747, P06996, P02932
ACt4pp	Na+/Acetate symport (periplasm)	Transport, Inner Membrane	1.0 ac_p + 1.0 na1_p = 1.0 ac_c + 1.0 na1_c	1.0 Acetate + 1.0 Sodium = 1.0 Acetate + 1.0 Sodium	1.0 CHEBI:13704 + 1.0 CHEBI:9175 = 1.0 CHEBI:13704 + 1.0 CHEBI:9175	{'ac', 'na1'}	actP	P32705
ADEt2rpp	Adenine transport via proton symport (reversible) (periplasm)	Transport, Inner Membrane	1.0 ade_p + 1.0 h_p = 1.0 ade_c + 1.0 h_c	1.0 Adenine + 1.0 H+ = 1.0 Adenine + 1.0 H+	1.0 CHEBI:16708 + 1.0 CHEBI:5584 = 1.0 CHEBI:16708 + 1.0 CHEBI:5584	{'ade', 'h'}	xanP, adeP, adeQ	P0AGM9, P31466, P31440
CO2tpp	CO2 transporter via diffusion (periplasm)	Transport, Inner Membrane	1.0 co2_p = 1.0 co2_c	1.0 CO2 CO2 = 1.0 CO2 CO2	1.0 CHEBI:23011 = 1.0 CHEBI:23011	{'co2'}		Unknown
DHAtpp	Dihydroxyacetone transport via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 dha_p = 1.0 dha_c	1.0 Dihydroxyacetone = 1.0 Dihydroxyacetone	1.0 CHEBI:14340 = 1.0 CHEBI:14340	{'dha'}	Unknown	Unknown
ARGabcpp	L-arginine transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 arg__L_p + 1.0 atp_c + 1.0 h2o_c = 1.0 adp_c + 1.0 arg__L_c + 1.0 h_c + 1.0 pi_c	1.0 L-Arginine + 1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 L-Arginine + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:32683 + 1.0 CHEBI:15422 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:32683 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'arg__L', 'h2o', 'adp'}	hisQ, hisP, argT, hisM, artP, artJ, artI, artQ, artM	P52094, P07109, P09551, P0AEU3, P0AAF6, P30860, P30859, P0AE34, P0AE30
ADNt2pp_copy1	Adenosine transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 adn_p + 1.0 h_p = 1.0 adn_c + 1.0 h_c	1.0 Adenosine + 1.0 H+ = 1.0 Adenosine + 1.0 H+	1.0 CHEBI:22237 + 1.0 CHEBI:5584 = 1.0 CHEBI:22237 + 1.0 CHEBI:5584	{'adn', 'h'}	nupG, nupC	P0AFF4, P0AFF2
ADNt2pp_copy2	Adenosine transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 adn_p + 1.0 h_p = 1.0 adn_c + 1.0 h_c	1.0 Adenosine + 1.0 H+ = 1.0 Adenosine + 1.0 H+	1.0 CHEBI:22237 + 1.0 CHEBI:5584 = 1.0 CHEBI:22237 + 1.0 CHEBI:5584	{'adn', 'h'}	xapB	P45562
ALAabcpp	L-alanine transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 ala__L_p + 1.0 atp_c + 1.0 h2o_c = 1.0 adp_c + 1.0 ala__L_c + 1.0 h_c + 1.0 pi_c	1.0 L-Alanine + 1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 L-Alanine + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:21216 + 1.0 CHEBI:15422 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:21216 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'h2o', 'ala__L', 'adp'}	livF, livM, livG, livJ, livH	P22731, P22729, P0A9S7, P0AD96, P0AEX7
ALLabcpp	D-allose transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 all__D_p + 1.0 atp_c + 1.0 h2o_c = 1.0 adp_c + 1.0 all__D_c + 1.0 h_c + 1.0 pi_c	1.0 D-Allose + 1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 D-Allose + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:4093 + 1.0 CHEBI:15422 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:4093 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'all__D', 'h2o', 'adp'}	alsA, alsB, alsC	P32721, P39265, P32720
ALLTNt2rpp	Allantoin transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 alltn_p + 1.0 h_p = 1.0 alltn_c + 1.0 h_c	1.0 Allantoin + 1.0 H+ = 1.0 Allantoin + 1.0 H+	1.0 CHEBI:15676 + 1.0 CHEBI:5584 = 1.0 CHEBI:15676 + 1.0 CHEBI:5584	{'alltn', 'h'}	ybbW	P75712
ARBabcpp	L-arabinose transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 arab__L_p + 1.0 atp_c + 1.0 h2o_c = 1.0 adp_c + 1.0 arab__L_c + 1.0 h_c + 1.0 pi_c	1.0 L-Arabinose + 1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 L-Arabinose + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:6182 + 1.0 CHEBI:15422 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:6182 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'arab__L', 'h2o', 'adp'}	araH, araF, araG	P0AE26, P02924, P0AAF3
ARGAGMt7pp	Arginine/agmatine antiport (periplasm)	Transport, Inner Membrane	1.0 agm_c + 1.0 arg__L_p = 1.0 agm_p + 1.0 arg__L_c	1.0 Agmatine + 1.0 L-Arginine = 1.0 Agmatine + 1.0 L-Arginine	1.0 CHEBI:17431 + 1.0 CHEBI:32683 = 1.0 CHEBI:17431 + 1.0 CHEBI:32683	{'agm', 'arg__L'}	adiC	P60061
ASCBptspp	L-ascorbate transport via PEP:Pyr PTS (periplasm)	Transport, Inner Membrane	1.0 ascb__L_p + 1.0 pep_c = 1.0 ascb6p_c + 1.0 pyr_c	1.0 L-Ascorbate + 1.0 Phosphoenolpyruvate = 1.0 L-ascorbate-6-phosphate + 1.0 Pyruvate	1.0 CHEBI:29073 + 1.0 CHEBI:18021 = 1.0 CHEBI:80368 + 1.0 CHEBI:26462	{'pep', 'ascb__L', 'ascb6p', 'pyr'}	ulaC, ulaA, ptsH, ptsI, ulaB	P69820, P39301, P0AA04, P08839, P69822
ASNt2rpp	L-asparagine reversible transport via proton symport (periplasm)	Transport, Inner Membrane	1.0 asn__L_p + 1.0 h_p = 1.0 asn__L_c + 1.0 h_c	1.0 L-Asparagine + 1.0 H+ = 1.0 L-Asparagine + 1.0 H+	1.0 CHEBI:6191 + 1.0 CHEBI:5584 = 1.0 CHEBI:6191 + 1.0 CHEBI:5584	{'asn__L', 'h'}	ansP	P77610
ASPabcpp	L-aspartate transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 asp__L_p + 1.0 atp_c + 1.0 h2o_c = 1.0 adp_c + 1.0 asp__L_c + 1.0 h_c + 1.0 pi_c	1.0 L-Aspartate + 1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 L-Aspartate + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:17053 + 1.0 CHEBI:15422 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:17053 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'h2o', 'adp', 'asp__L'}	gltJ, gltL, gltI, gltK	P0AER3, P0AAG3, P37902, P0AER5
ASPt2pp	L-aspartate transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 asp__L_p + 1.0 h_p = 1.0 asp__L_c + 1.0 h_c	1.0 L-Aspartate + 1.0 H+ = 1.0 L-Aspartate + 1.0 H+	1.0 CHEBI:17053 + 1.0 CHEBI:5584 = 1.0 CHEBI:17053 + 1.0 CHEBI:5584	{'h', 'asp__L'}	gltP	P21345
GUAtpp	Guanine transport via diffusion (periplasm)	Transport, Inner Membrane	1.0 gua_p = 1.0 gua_c	1.0 Guanine = 1.0 Guanine	1.0 CHEBI:16235 = 1.0 CHEBI:16235	{'gua'}	ghxQ, ghxP	Q46817, P0AF52
ASPt2_2pp	Aspartate transport via proton symport (2 H) (periplasm)	Transport, Inner Membrane	1.0 asp__L_p + 2.0 h_p = 1.0 asp__L_c + 2.0 h_c	1.0 L-Aspartate + 2.0 H+ = 1.0 L-Aspartate + 2.0 H+	1.0 CHEBI:17053 + 2.0 CHEBI:5584 = 1.0 CHEBI:17053 + 2.0 CHEBI:5584	{'h', 'asp__L'}	dctA	P0A830
HYXNtpp	Hypoxanthine transport (periplasm)	Transport, Inner Membrane	1.0 hxan_p = 1.0 hxan_c	1.0 Hypoxanthine = 1.0 Hypoxanthine	1.0 CHEBI:14431 = 1.0 CHEBI:14431	{'hxan'}	ghxP, ghxQ	P0AF52, Q46817
NACtpp	Nicotinic acid uptake (periplasm)	Transport, Inner Membrane	1.0 nac_p = 1.0 nac_c	1.0 Nicotinate = 1.0 Nicotinate	1.0 CHEBI:7559 = 1.0 CHEBI:7559	{'nac'}	Unknown	Unknown
ASPt2_3pp	L-asparate transport via proton symport (3 H) (periplasm)	Transport, Inner Membrane	1.0 asp__L_p + 3.0 h_p = 1.0 asp__L_c + 3.0 h_c	1.0 L-Aspartate + 3.0 H+ = 1.0 L-Aspartate + 3.0 H+	1.0 CHEBI:17053 + 3.0 CHEBI:5584 = 1.0 CHEBI:17053 + 3.0 CHEBI:5584	{'h', 'asp__L'}	dcuA, dcuB	P0ABN5, P0ABN9
HIStex	L-histidine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 his__L_e = 1.0 his__L_p	1.0 L-Histidine = 1.0 L-Histidine	1.0 CHEBI:43239 = 1.0 CHEBI:43239	{'his__L'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
FE3DCITabcpp	Iron transport from ferric-dicitrate via ABC system (periplasm)	Inorganic Ion Transport and Metabolism	1.0 atp_c + 1.0 fe3dcit_p + 1.0 h2o_c = 1.0 adp_c + 2.0 cit_c + 1.0 fe3_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Fe(III)dicitrate + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 2.0 Citrate + 1.0 Iron (Fe3+) + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 2.0 CHEBI:35802 + 1.0 CHEBI:49595 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'cit', 'adp', 'fe3dcit', 'h2o', 'fe3'}	fecE, fecD, fecC, fecB	P15031, P15029, P15030, P15028
HXAtex	Hexanoate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 hxa_e = 1.0 hxa_p	1.0 Hexanoate (n-C6:0) = 1.0 Hexanoate (n-C6:0)	1.0 CHEBI:14398 = 1.0 CHEBI:14398	{'hxa'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
HYXNtex	Hypoxanthine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 hxan_e = 1.0 hxan_p	1.0 Hypoxanthine = 1.0 Hypoxanthine	1.0 CHEBI:14431 = 1.0 CHEBI:14431	{'hxan'}	ompC, phoE, ompF, ompN	P06996, P02932, P02931, P77747
IDONtex	L-idonate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 idon__L_e = 1.0 idon__L_p	1.0 L-Idonate = 1.0 L-Idonate	1.0 CHEBI:13126 = 1.0 CHEBI:13126	{'idon__L'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
ILEtex	L-isoleucine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 ile__L_e = 1.0 ile__L_p	1.0 L-Isoleucine = 1.0 L-Isoleucine	1.0 CHEBI:43290 = 1.0 CHEBI:43290	{'ile__L'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
INSTtex	Inositol transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 inost_e = 1.0 inost_p	1.0 Myo-Inositol = 1.0 Myo-Inositol	1.0 CHEBI:4200 = 1.0 CHEBI:4200	{'inost'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
INStex	Inosine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane	1.0 ins_e = 1.0 ins_p	1.0 Inosine = 1.0 Inosine	1.0 CHEBI:17596 = 1.0 CHEBI:17596	{'ins'}	tsx	P0A927
Ktex	Potassium transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 k_e = 1.0 k_p	1.0 Potassium = 1.0 Potassium	1.0 CHEBI:26219 = 1.0 CHEBI:26219	{'k'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
CPGNtonex	Coprogen transport via ton system (extracellular)	Transport, Outer Membrane	1.0 cpgn_e + 1.0 h_p = 1.0 cpgn_p + 1.0 h_c	1.0 Coprogen + 1.0 H+ = 1.0 Coprogen + 1.0 H+	1.0 CHEBI:83101 + 1.0 CHEBI:5584 = 1.0 CHEBI:83101 + 1.0 CHEBI:5584	{'cpgn', 'h'}	fhuE, tonB, exbD, exbB	P16869, P02929, P0ABV2, P0ABU7
GLCRtex	D-glucarate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 glcr_e = 1.0 glcr_p	1.0 D-Glucarate = 1.0 D-Glucarate	1.0 CHEBI:42731 = 1.0 CHEBI:42731	{'glcr'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
GLCNtex	D-gluconate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 glcn_e = 1.0 glcn_p	1.0 D-Gluconate = 1.0 D-Gluconate	1.0 CHEBI:20983 = 1.0 CHEBI:20983	{'glcn'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
GLCURtex	D-glucuronat transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 glcur_e = 1.0 glcur_p	1.0 D-Glucuronate = 1.0 D-Glucuronate	1.0 CHEBI:12975 = 1.0 CHEBI:12975	{'glcur'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
GLNtex	L-glutamine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 gln__L_e = 1.0 gln__L_p	1.0 L-Glutamine = 1.0 L-Glutamine	1.0 CHEBI:42943 = 1.0 CHEBI:42943	{'gln__L'}	ompF, ompN, ompC, phoE	P02931, P77747, P06996, P02932
O2tex	Oxygen transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 o2_e = 1.0 o2_p	1.0 O2 O2 = 1.0 O2 O2	1.0 CHEBI:7860 = 1.0 CHEBI:7860	{'o2'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
OCTAtex	Octanoate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 octa_e = 1.0 octa_p	1.0 Octanoate (n-C8:0) = 1.0 Octanoate (n-C8:0)	1.0 CHEBI:25648 = 1.0 CHEBI:25648	{'octa'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
D_LACtex	D-lactate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 lac__D_e = 1.0 lac__D_p	1.0 D-Lactate = 1.0 D-Lactate	1.0 CHEBI:16004 = 1.0 CHEBI:16004	{'lac__D'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
ORNtex	Ornithine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 orn_e = 1.0 orn_p	1.0 Ornithine = 1.0 Ornithine	1.0 CHEBI:21367 = 1.0 CHEBI:21367	{'orn'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
FRULYStex	Fructoselysine transporter via diffusion (extracellular)	Transport, Outer Membrane Porin	1.0 frulys_e = 1.0 frulys_p	1.0 Fructoselysine = 1.0 Fructoselysine	1.0 CHEBI:24109 = 1.0 CHEBI:24109	{'frulys'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
MALTtexi	MaltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	Transport, Outer Membrane	1.0 malt_e = 1.0 malt_p	1.0 Maltose C12H22O11 = 1.0 Maltose C12H22O11	1.0 CHEBI:6668 = 1.0 CHEBI:6668	{'malt'}	lamB	P02943
CITt7pp	Citrate transport via succinate antiport (periplasm)	Transport, Inner Membrane	1.0 cit_p + 1.0 succ_c = 1.0 cit_c + 1.0 succ_p	1.0 Citrate + 1.0 Succinate = 1.0 Citrate + 1.0 Succinate	1.0 CHEBI:35802 + 1.0 CHEBI:22941 = 1.0 CHEBI:35802 + 1.0 CHEBI:22941	{'succ', 'cit'}	citT	P0AE74
CRNt7pp	Carnitine/butyrobetaine antiporter (periplasm)	Transport, Inner Membrane	1.0 crn_p + 1.0 gbbtn_c = 1.0 crn_c + 1.0 gbbtn_p	1.0 L-Carnitine + 1.0 Gamma-butyrobetaine = 1.0 L-Carnitine + 1.0 Gamma-butyrobetaine	1.0 CHEBI:29085 + 1.0 CHEBI:1941 = 1.0 CHEBI:29085 + 1.0 CHEBI:1941	{'gbbtn', 'crn'}	caiT	P31553
GLCtex_copy1	Glucose transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane	1.0 glc__D_e = 1.0 glc__D_p	1.0 D-Glucose = 1.0 D-Glucose	1.0 CHEBI:12965 = 1.0 CHEBI:12965	{'glc__D'}	lamB	P02943
CHLabcpp	Choline transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 chol_p + 1.0 h2o_c = 1.0 adp_c + 1.0 chol_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Choline C5H14NO + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Choline C5H14NO + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:41524 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:41524 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'chol', 'h2o', 'adp'}	yehX, yehW, osmF, yehY	P33360, P33359, P33362, P33361
DGSNt2pp	Deoxyguanosine transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 dgsn_p + 1.0 h_p = 1.0 dgsn_c + 1.0 h_c	1.0 Deoxyguanosine + 1.0 H+ = 1.0 Deoxyguanosine + 1.0 H+	1.0 CHEBI:14116 + 1.0 CHEBI:5584 = 1.0 CHEBI:14116 + 1.0 CHEBI:5584	{'h', 'dgsn'}	nupG	P0AFF4
FE3DCITtonex	Ferric-dicitrate transport via ton system (extracellular)	Transport, Outer Membrane	1.0 fe3dcit_e + 1.0 h_p = 1.0 fe3dcit_p + 1.0 h_c	1.0 Fe(III)dicitrate + 1.0 H+ = 1.0 Fe(III)dicitrate + 1.0 H+	1.0 Unknown + 1.0 CHEBI:5584 = 1.0 Unknown + 1.0 CHEBI:5584	{'fe3dcit', 'h'}	tonB, exbD, exbB, fecA	P02929, P0ABV2, P0ABU7, P13036
DINSt2pp	Deoxyinosine transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 din_p + 1.0 h_p = 1.0 din_c + 1.0 h_c	1.0 Deoxyinosine + 1.0 H+ = 1.0 Deoxyinosine + 1.0 H+	1.0 CHEBI:43437 + 1.0 CHEBI:5584 = 1.0 CHEBI:43437 + 1.0 CHEBI:5584	{'din', 'h'}	nupG	P0AFF4
DURIt2pp	Deoxyuridine transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 duri_p + 1.0 h_p = 1.0 duri_c + 1.0 h_c	1.0 Deoxyuridine + 1.0 H+ = 1.0 Deoxyuridine + 1.0 H+	1.0 CHEBI:46293 + 1.0 CHEBI:5584 = 1.0 CHEBI:46293 + 1.0 CHEBI:5584	{'duri', 'h'}	nupC, nupG	P0AFF2, P0AFF4
FE2abcpp	Iron (II) transport via ABC system (periplasm)	Inorganic Ion Transport and Metabolism	1.0 atp_c + 1.0 fe2_p + 1.0 h2o_c = 1.0 adp_c + 1.0 fe2_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Fe2+ mitochondria + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Fe2+ mitochondria + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:29033 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:29033 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'fe2', 'h2o', 'adp'}	feoB	P33650
FRUptspp	D-fructose transport via PEP:Pyr PTS (periplasm)	Transport, Inner Membrane	1.0 fru_p + 1.0 pep_c = 1.0 f1p_c + 1.0 pyr_c	1.0 D-Fructose + 1.0 Phosphoenolpyruvate = 1.0 D-Fructose 1-phosphate + 1.0 Pyruvate	1.0 CHEBI:47424 + 1.0 CHEBI:18021 = 1.0 CHEBI:37515 + 1.0 CHEBI:26462	{'pyr', 'pep', 'fru', 'f1p'}	ptsH, fruA, fruB, ptsI	P0AA04, P20966, P69811, P08839
FUCtpp	L-fucose transport via proton symport (periplasm)	Transport, Inner Membrane	1.0 fuc__L_p + 1.0 h_p = 1.0 fuc__L_c + 1.0 h_c	1.0 L-Fucose + 1.0 H+ = 1.0 L-Fucose + 1.0 H+	1.0 CHEBI:48204 + 1.0 CHEBI:5584 = 1.0 CHEBI:48204 + 1.0 CHEBI:5584	{'fuc__L', 'h'}	fucP	P11551
GALCTt2rpp	D-galactarte transport via proton symport, reversible (periplasm)	Transport, Inner Membrane	1.0 galct__D_p + 1.0 h_p = 1.0 galct__D_c + 1.0 h_c	1.0 D-Galactarate + 1.0 H+ = 1.0 D-Galactarate + 1.0 H+	1.0 CHEBI:33799 + 1.0 CHEBI:5584 = 1.0 CHEBI:33799 + 1.0 CHEBI:5584	{'galct__D', 'h'}	gudP, garP	Q46916, P0AA80
